시군구,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
부산광역시 해운대구 재송동,더샵센텀파크1차,84.6528,01,"96,000",24,2005,센텀중앙로 145
대전광역시 서구 가장동,삼성래미안2,101.131,01,"42,000",6,2002,가장로 107
전북특별자치도 전주시완산구 효자동1가,상산타운,84.78,01,"23,600",8,1994,거마평로 125
충청북도 충주시 용산동,세중참사랑,65.74,01,"16,300",9,2007,용정7길 12
전라남도 영암군 삼호읍 용당리,현대삼호3차아파트,59.85,01,"6,250",7,1998,신항로 123-7
전북특별자치도 전주시완산구 효자동1가,제일,84.99,01,"15,000",4,1990,신봉로 52
서울특별시 서대문구 홍제동,성원,41.5,01,"45,000",3,1998,모래내로 430
충청북도 충주시 교현동,신원7,34.83,01,"2,700",4,1990,만리산로 33
충청남도 천안시서북구 성성동,천안레이크타운푸르지오,74.8041,01,"44,300",12,2017,성성6로 111
충청남도 천안시서북구 성성동,천안레이크타운푸르지오,74.8041,01,"44,300",12,2017,성성6로 111
대전광역시 대덕구 법동,영진로얄,74.005,01,"18,300",4,1990,아리랑로 211
서울특별시 서대문구 홍제동,홍제원현대(459-0),84.9,01,"84,500",9,2000,통일로34길 43
경기도 남양주시 오남읍 오남리,남양주대한,59.94,01,"17,600",10,1998,진건오남로580번길 5-12
인천광역시 남동구 서창동,태평2차,84.6,01,"26,500",4,1997,장아산로 181
인천광역시 서구 청라동,청라한화꿈에그린,112.9319,01,"76,000",12,2012,크리스탈로 148
대구광역시 달성군 다사읍 매곡리,죽곡하우젠트아너스빌,59.9925,01,"24,000",9,2008,왕선로 26
인천광역시 남동구 서창동,이편한세상서창,84.95,01,"49,800",23,2017,서창남순환로 9
충청남도 천안시서북구 차암동,천안스마일시티효성해링턴플레이스,74.579,01,"26,000",10,2016,스마일시티2로 1
충청남도 천안시서북구 차암동,e편한세상스마일시티2차,59.9819,01,"22,400",8,2016,스마일시티2로 2
인천광역시 서구 청라동,힐데스하임,59.9007,01,"48,700",8,2011,청라라임로 17
부산광역시 부산진구 가야동,가야삼정그린코아,84.9,01,"22,000",9,2000,엄광로238번길 5
충청남도 천안시서북구 쌍용동,파크밸리동일하이빌,84.971,01,"47,000",15,2011,봉서산1길 35
충청남도 천안시서북구 쌍용동,천안쌍용역코오롱하늘채,59.93,01,"28,100",8,2018,월봉로 15
충청남도 천안시서북구 쌍용동,월봉청솔1단지,50.16,01,"12,900",10,2000,월봉4로 140-9
경기도 안산시단원구 초지동,그린빌15(해맑음마을),59.97,01,"33,000",3,2002,초지2로 41
대전광역시 서구 내동,맑은아침,77.6069,01,"40,000",18,2004,갈마로 262
대전광역시 서구 내동,맑은아침,84.8879,01,"38,000",17,2004,갈마로 262
경기도 오산시 부산동,오산시티자이1차2단지,59.9189,01,"35,500",7,2017,부산중앙로 12
경기도 이천시 부발읍 신원리,이안퍼스티엄이천부발,75.9909,01,"26,270",10,2024,신대동로 85
전라남도 화순군 화순읍 일심리,서라4차,54.825,01,"7,850",3,1997,알메로 86
경기도 김포시 고촌읍 신곡리,길훈1차,81.64,01,"35,500",8,1991,장차로 25
대구광역시 달서구 유천동,유천포스코더샵,84.9258,01,"32,700",24,2006,달서대로 67
충청남도 천안시서북구 불당동,펜타포트(101동102동),107.729,01,"67,000",24,2011,공원로 195
충청남도 천안시서북구 불당동,메가트로피,19.2,01,"4,000",3,2014,검은들3길 3
충청남도 천안시서북구 불당동,메가트로피,19.11,01,"4,300",10,2014,검은들3길 3
경기도 김포시 고촌읍 신곡리,고촌역양우내안애,59.9426,01,"43,630",2,2024,신곡로 75
서울특별시 서대문구 홍은동,두산,84.84,01,"64,500",9,1997,모래내로 309
전북특별자치도 전주시완산구 효자동2가,아르팰리스휴먼시아,84.68,01,"44,000",15,2010,호암로 41
전북특별자치도 전주시완산구 효자동2가,아르팰리스휴먼시아,84.68,01,"44,000",15,2010,호암로 41
경기도 여주시 교동,호반리젠시빌,71.1562,01,"20,000",12,2003,세종로 254-16
경상북도 예천군 호명읍 산합리,동일스위트더파크,84.7978,01,"32,800",16,2019,행복로 177
서울특별시 강서구 방화동,마곡청구아파트,59.91,01,"63,250",14,1998,양천로26길 103
경기도 여주시 홍문동,동원,49.2911,01,"14,000",13,2001,세종로 173-69
인천광역시 서구 오류동,검단힐스테이트3차2단지,84.9098,01,"33,000",17,2010,버들로 46
서울특별시 강서구 내발산동,천우네오젠5차,70.54,01,"52,400",3,2007,우장산로 21-8
전북특별자치도 전주시완산구 효자동2가,전주효천대방노블랜드에코파크,117.3676,01,"84,800",13,2020,효천중앙로 20
경기도 하남시 감이동,감일센트레빌,59.92,01,"82,000",17,2020,감일백제로 35
충청북도 청주시흥덕구 신봉동,주공,61.77,01,"10,950",3,1986,1순환로501번길 15
대전광역시 서구 둔산동,녹원,84.6,01,"53,000",6,1994,둔산남로 30
대전광역시 서구 둔산동,목련,75.96,01,"68,500",5,1993,둔산남로 127
대전광역시 서구 둔산동,샘머리2차,84.945,01,"48,250",19,1998,청사로 281
전북특별자치도 전주시완산구 효자동2가,전주효천대방노블랜드에코파크,107.6462,01,"78,500",10,2020,효천중앙로 20
대구광역시 북구 칠성동2가,대구역 서희스타힐스,84.84,01,"35,300",19,2012,칠성남로 101
전라남도 광양시 광양읍 덕례리,대림,60,01,"7,500",1,1998,대림오성로 11
충청북도 청주시흥덕구 가경동,벽산,124.65,01,"28,800",3,1992,가경로189번길 52
충청북도 청주시흥덕구 가경동,태암수정,84.895,01,"19,800",3,1997,가경로 72
서울특별시 강서구 내발산동,우장산힐스테이트,84.98,01,"136,000",5,2005,강서로 348
대구광역시 북구 침산동,침산화성파크드림,84.9638,01,"48,000",20,2017,성북로 70
경기도 부천시소사구 괴안동,아주,59.115,01,"32,900",4,1995,범안로21번길 39
충청북도 청주시흥덕구 복대동,덕성,22.68,01,"3,100",15,1991,가로수로1379번길 83
충청북도 청주시흥덕구 복대동,두산위브지웰시티2차,80.135,01,"66,000",24,2015,대농로 55
서울특별시 강서구 내발산동,이너스102동,84.95,01,"45,000",4,2003,강서로47길 79
서울특별시 관악구 봉천동,벽산블루밍,59.99,01,"74,000",14,2005,은천로 93
대구광역시 달서구 유천동,진천역AK그랑폴리스,59.9702,01,"33,500",5,2013,월배로11길 33
대구광역시 달서구 유천동,대구월배2차아이파크,59.7565,01,"34,500",13,2016,월배로5길 76
경기도 양주시 덕계동,양주푸르지오,84.9097,01,"23,000",10,2006,고덕로 89
경기도 안양시만안구 안양동,장은한양,58.74,01,"26,500",4,2001,병목안로 176
서울특별시 서대문구 북가좌동,DMC래미안e편한세상,153.86,01,"165,000",13,2012,수색로 100
대전광역시 대덕구 중리동,임광하이츠,70.38,01,"14,000",1,1987,홍도로135번길 35
대구광역시 달서구 유천동,대구월배2차아이파크,84.2245,01,"49,000",17,2016,월배로5길 76
대전광역시 서구 월평동,하나로,59.76,01,"23,500",11,1993,청사로 5
충청북도 청주시흥덕구 강서동,이랜드타운힐스싱글스위트청주,19.96,01,"6,900",3,2019,2순환로 1228
서울특별시 서대문구 남가좌동,DMC파크뷰자이1단지,84.971,01,"120,000",6,2015,가재울미래로 2
충청북도 청주시흥덕구 송절동,청주테크노폴리스우방아이유쉘1단지,73.1317,01,"37,200",2,2018,송화로184번길 7
부산광역시 서구 서대신동3가,대신롯데캐슬,59.8826,01,"36,400",4,2014,대티로 161
서울특별시 관악구 봉천동,e편한세상서울대입구1단지,84.92,01,"115,000",4,2019,청룡10길 45
인천광역시 서구 원당동,우미린더시그니처,74.0973,01,"65,000",28,2022,이음5로 39
경기도 용인시처인구 김량장동,김량장동어울림,84.951,01,"40,000",18,2009,금령로13번길 13
경기도 용인시처인구 김량장동,에스원스마트빌,12.542,01,"6,900",9,2014,백옥대로 1104
대전광역시 대덕구 석봉동,금강엑슬루타워,84.588,01,"38,900",22,2012,대덕대로 1555
경기도 용인시처인구 역북동,서희스타힐스포레스트,84.4547,01,"52,800",23,2023,낙은로 100-30
대전광역시 대덕구 석봉동,금강엑슬루타워,84.956,01,"33,900",33,2012,대덕대로 1555
전라남도 순천시 해룡면 신대리,중흥에코시티7단지,59.707,01,"27,500",14,2018,좌야로 150
대구광역시 북구 복현동,e편한세상복현,84.9906,01,"52,000",7,2021,동북로 247
전라남도 순천시 해룡면 복성리,순천복성지구한신더휴,84.983,01,"35,200",5,2022,순광로 234-8
경기도 하남시 감이동,감일한라비발디,84.87,01,"93,500",9,2019,감일백제로 65
경기도 하남시 감일동,감일금강펜테리움센트럴파크,84.91,01,"97,500",15,2021,신우실로 15
인천광역시 동구 송현동,동부,66.828,01,"15,800",4,1990,화수로 38
대구광역시 달서구 유천동,대구월배2차아이파크,74.3578,01,"45,500",14,2016,월배로5길 76
경기도 용인시처인구 유방동,용인보평역서희스타힐스리버파크,59.9806,01,"39,500",2,2024,한터로 55-30
부산광역시 북구 덕천동,롯데,59.9645,01,"15,000",1,2004,함박봉로 26
대구광역시 북구 동변동,유니버시아드선수촌1단지,109.8793,01,"38,000",6,2003,동변로 50
인천광역시 부평구 산곡동,현대2차,41.44,01,"19,000",6,1989,안남로 91
대구광역시 북구 읍내동,산호한양,84.945,01,"19,400",11,1993,대천로7길 40
대구광역시 북구 읍내동,칠곡보성,84.98,01,"21,000",9,1992,구암로21길 26
서울특별시 동작구 신대방동,보라매자이더포레스트,59.9365,01,"113,000",4,2021,여의대방로22길 121
충청남도 태안군 태안읍 동문리,초원,59.925,01,"6,900",8,1996,한양길 61-28
부산광역시 서구 암남동,송도동일스위트,71.225,01,"18,200",12,2006,성산길 47-17
충청남도 당진시 송악읍 반촌리,동진,39.9,01,"4,000",15,1995,반촌로 267
경기도 양주시 옥정동,e편한세상옥정더퍼스트,66.9583,01,"35,900",19,2019,옥정서로1길 60
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.9846,01,"34,500",14,2016,옥정서로 130
경기도 안양시만안구 안양동,삼성,84.99,01,"50,000",2,1994,예술공원로 59
대전광역시 서구 관저동,구봉마을9단지,49.88,01,"13,800",5,2000,관저서로 20
경기도 이천시 부발읍 신원리,이안퍼스티엄이천부발,84.5604,01,"30,960",3,2024,신대동로 85
부산광역시 서구 암남동,비스타동원더비치테라스,84.6704,01,"38,000",1,2023,암남공원로 16
충청남도 천안시동남구 청당동,청당마을신도브래뉴,84.931,01,"19,300",8,2006,풍세로 770
충청남도 천안시동남구 청당동,청당코오롱하늘채,59.9189,01,"26,700",10,2019,광풍로 1800
인천광역시 연수구 연수동,대림,84.795,01,"41,400",12,1993,원인재로 300
인천광역시 동구 만석동,만석비치타운 주공아파트,59.63,01,"19,400",18,2002,화도진로 187
경기도 의왕시 내손동,삼성래미안,55.4831,01,"55,500",11,2001,포일로 39
충청남도 서천군 서천읍 사곡리,서천클래시움,84.941,01,"25,500",5,2009,사곡로75번길 6
인천광역시 미추홀구 용현동,인천 SK Sky VIEW,84.9974,01,"59,700",24,2016,용정공원로 33
경기도 양주시 광사동,해동마을한양수자인,59.9067,01,"20,500",3,2010,고읍남로39번길 84
경기도 남양주시 별내면 청학리,청학주공(1단지),84.84,01,"31,000",1,1999,청학로114번길 17
경기도 파주시 와동동,가람마을1단지벽산한라(1308),101.929,01,"45,000",8,2010,가람로 22
충청남도 천안시동남구 용곡동,용곡더쉴,124.535,01,"35,800",8,2009,새말1길 47
충청남도 천안시동남구 신방동,삼일원앙,43.42,01,"9,000",7,1997,신촌로 7
충청남도 천안시동남구 신방동,성지새말1,59.97,01,"13,100",2,1997,일봉로 17
경기도 안양시만안구 박달동,신안,65.52,01,"31,300",4,1991,박달로 420
경기도 남양주시 별내면 청학리,청학주공(2단지),59.89,01,"25,800",18,1999,청학로114번길 18
서울특별시 마포구 아현동,삼환나띠르빌,84.9,01,"107,000",8,2003,마포대로 183-16
인천광역시 미추홀구 용현동,인천 SK Sky VIEW,84.9974,01,"54,500",9,2016,용정공원로 33
경기도 오산시 갈곶동,힐스테이트오산더퍼스트,59.9944,01,"32,700",27,2024,경기대로 24-27
경기도 오산시 갈곶동,우림,39.84,01,"12,550",2,1998,경기대로 74
경기도 부천시소사구 옥길동,옥길한신더휴,97.97,01,"82,000",10,2017,양지로 234-10
충청남도 계룡시 엄사면 엄사리,성원,58.32,01,"8,700",14,1997,엄사중앙로 66
충청남도 천안시동남구 신부동,방죽안휴먼시아,84.91,01,"33,500",21,2009,천안천8길 45
충청남도 천안시동남구 신부동,스카이타워,19.355,01,"7,900",14,2014,먹거리11길 5
충청남도 천안시동남구 신부동,신부동도솔노블시티동문굿모닝힐,74.88,01,"33,100",9,2018,신부8길 21
부산광역시 기장군 정관읍 용수리,정관동일스위트1차,84.9923,01,"33,000",10,2012,24
충청남도 계룡시 엄사면 엄사리,비사벌,59.92,01,"10,900",6,1995,번영3길 43
인천광역시 서구 당하동,원당풍림아이원,59.832,01,"25,740",8,2004,원당대로840번길 21
충청남도 서산시 해미면 읍내리,이아에듀타운,59.9562,01,"23,610",5,2022,성지1로 76-15
충청남도 천안시동남구 안서동,동보스타빌,24.18,01,"5,000",7,1996,각원사길 59-5
울산광역시 동구 화정동,힐스테이트 이스턴베이,68.9187,01,"30,800",32,2015,화진길 100
경기도 시흥시 대야동,대야역두산위브더파크,84.9422,01,"62,500",14,2021,서해안로 1645
인천광역시 서구 당하동,원당풍림아이원,74.0892,01,"29,000",11,2004,원당대로840번길 21
경기도 광주시 태전동,힐스테이트태전2차에듀포레C11BL,62.97,01,"46,200",15,2019,태봉로 163-7
충청북도 청주시청원구 우암동,라임미소가,48.4238,01,"11,500",12,2017,향군로 110
충청남도 서산시 음암면 도당리,개나리,59.95,01,"4,050",1,1998,석동로 36
인천광역시 서구 당하동,원당풍림아이원,84.55,01,"31,900",6,2004,원당대로840번길 21
경기도 광주시 태전동,태전효성해링턴플레이스,84.7473,01,"50,500",10,2018,고불로 87
충청남도 서산시 성연면 일람리,서산금호어울림에듀퍼스트,84.9251,01,"26,200",17,2019,성연5로 92-7
충청북도 청주시청원구 율량동,럭키,84.99,01,"18,500",14,1991,율봉로209번길 40
전북특별자치도 전주시완산구 효자동3가,코오롱스카이타워,84.1884,01,"42,500",18,2015,홍산북로 83
서울특별시 구로구 신도림동,동아3,164.82,01,"140,000",15,2000,신도림로 78
경기도 광주시 태전동,태전효성해링턴플레이스,84.7473,01,"50,000",10,2018,고불로 87
경기도 안양시만안구 안양동,래미안안양메가트리아,114.58,01,"105,000",7,2016,안양천서로 177
경기도 광주시 태전동,힐스테이트태전6지구(1601동~1608동),72.8997,01,"49,500",19,2017,태성로 107
서울특별시 마포구 도화동,현대홈타운,84.95,01,"120,000",12,2000,새창로8길 72
울산광역시 동구 화정동,현대파라다이스1,55.53,01,"9,000",5,1992,봉수로 110
경기도 하남시 풍산동,미사강변동일하이빌,84.96,01,"89,800",20,2018,미사강변서로 85
서울특별시 마포구 용강동,마포용강삼성래미안,84.2,01,"165,500",16,2003,큰우물로 28
대구광역시 북구 관음동,칠곡한양2,59.82,01,"10,800",6,1993,구암로 17
경상남도 창원시의창구 중동,창원중동유니시티1단지,84.3838,01,"78,500",22,2019,중동로 34
경기도 광주시 쌍령동,동성2,59.74,01,"26,000",13,2002,경충대로1422번길 26
충청남도 아산시 신창면 남성리,아산삼부르네상스더힐,59.9482,01,"18,490",22,2024,천우물로 22
인천광역시 서구 가좌동,"인천가좌두산위브트레지움1,2단지",51.57,01,"29,500",8,2017,여우재로 136
인천광역시 부평구 삼산동,삼산주공미래타운4차,49.57,01,"23,000",7,2000,영성중로 57
경기도 광주시 경안동,경기광주역금호리첸시아,62.47,01,"50,000",25,2021,경안로41번길 6
인천광역시 중구 운서동,영종2차금호베스트빌,84.9701,01,"33,500",5,2003,흰바위로 14
경상북도 포항시북구 학산동,우방청운타운,59.9,01,"13,500",16,1998,학전로 35
서울특별시 동작구 사당동,삼성래미안,84.967,01,"104,500",15,2003,사당로23바길 9
인천광역시 중구 운남동,영종자이,101.773,01,"38,300",2,2009,운남서로 7
인천광역시 미추홀구 학익동,동아풍림,84.36,01,"30,000",12,1999,소성로 120
경기도 시흥시 은행동,예스라이프,56.966,01,"28,800",13,2008,은행로65번길 4-1
충청남도 아산시 둔포면 석곡리,아산테크노밸리이지더원6단지,72.3669,01,"21,500",6,2017,아산밸리북로 68
경상북도 포항시북구 용흥동,양학산KCC스위첸,83.3966,01,"31,000",17,2015,새천년대로631번길 14
충청남도 아산시 둔포면 석곡리,테크노밸리EGthe12단지,59.9805,01,"19,500",20,2015,아산밸리중앙로 58-5
충청남도 아산시 둔포면 석곡리,테크노밸리EGthe12단지,59.9805,01,"19,500",20,2015,아산밸리중앙로 58-5
인천광역시 미추홀구 학익동,신동아1,41.96,01,"15,500",7,1988,소성로 211
경기도 화성시 새솔동,금강펜테리움센트럴파크송산,84.19,01,"55,000",12,2019,수노을1로 192
인천광역시 연수구 동춘동,풍림3,84.3,01,"32,500",5,1993,먼우금로 149
경기도 파주시 목동동,해솔마을3단지운정현대,104.02,01,"30,000",11,2001,미래로 535
경기도 파주시 목동동,해솔마을2단지월드메르디앙(2-117),59.99,01,"26,000",14,2001,와석순환로 347
경기도 파주시 목동동,해솔마을2단지월드메르디앙(2-117),59.99,01,"26,000",14,2001,와석순환로 347
경상북도 포항시북구 두호동,제일우성2,131.64,01,"14,500",4,1996,삼흥로62번길 27-8
경상북도 포항시북구 두호동,창포아이파크2차,119.09,01,"27,500",19,2005,대곡로 21
경상북도 포항시북구 두호동,궁전,84.6287,01,"16,000",7,2015,삼흥로88번길 32
부산광역시 부산진구 양정동,대원플러스빌,84.9875,01,"25,000",16,2004,동평로 416
충청남도 아산시 탕정면 매곡리,신영한들물빛도시지웰시티센트럴푸르지오2단지,84.716,01,"69,600",27,2022,한들물빛도시로 70
경기도 시흥시 능곡동,제일풍경채센텀,84.926,01,"72,700",22,2020,장현능곡로 144
경기도 안양시만안구 안양동,래미안안양메가트리아,39.5,01,"37,500",23,2016,안양천서로 177
경기도 하남시 창우동,꿈동산신안,84.89,01,"65,000",6,1995,대청로116번길 59
부산광역시 북구 만덕동,협성파크,84.9,01,"22,000",13,1997,만덕1로 82
전북특별자치도 전주시완산구 효자동3가,서곡주공,59.85,01,"13,600",11,2000,서곡로 8
부산광역시 북구 만덕동,동일,59.895,01,"16,200",13,1998,만덕1로104번가길 57
부산광역시 부산진구 양정동,현대1차,84.99,01,"34,000",14,1997,동평로 352
충청남도 아산시 배방읍 장재리,요진와이시티,59.8868,01,"37,500",25,2011,광장로 210
서울특별시 동작구 사당동,신동아4,59.89,01,"89,700",1,1993,동작대로29길 110
인천광역시 연수구 동춘동,연수대우.삼환,120.72,01,"49,500",3,1994,원인재로 88
경기도 화성시 영천동,동탄역센트럴상록아파트,72.35,01,"81,300",24,2017,동탄대로22길 9
서울특별시 동작구 동작동,이수힐스테이트,59.9992,01,"125,000",6,2013,동작대로39길 22
경상남도 창원시마산합포구 가포동,마창대교반도유보라아이비파크,84.9631,01,"28,706",11,2024,가포본동1길 18
경기도 화성시 영천동,동탄역포레너스,60.3768,01,"52,000",10,2017,동탄대로24길 199
인천광역시 중구 운남동,영종자이,84.698,01,"33,500",10,2009,운남서로 7
경기도 파주시 목동동,산내마을9단지힐스테이트운정,60.0201,01,"51,500",6,2018,교하로 100
경기도 시흥시 광석동,시흥시청역동원로얄듀크,84.9939,01,"59,500",9,2020,시흥대로 404
경기도 안산시단원구 고잔동,보네르빌리지,89.081,01,"48,000",3,2001,안산천남로 211
충청남도 아산시 배방읍 공수리,아산배방우방아이유쉘2차,61.5741,01,"25,300",17,2021,배방로 58-44
경기도 시흥시 산현동,목감레이크푸르지오,59.0551,01,"46,000",8,2018,목감남서로 92-30
충청남도 공주시 유구읍 유구리,동진비둘기,59.99,01,"6,000",8,1995,창말길 34
전북특별자치도 전주시덕진구 인후동1가,인후꿈마을부영(2차),59.933,01,"13,700",8,1999,무삼지로 40
전북특별자치도 전주시덕진구 인후동1가,기린,57.4,01,"3,800",4,1978,진버들1길 63
경기도 안산시단원구 고잔동,주공8,64.62,01,"33,000",4,1987,당곡2로 29
경기도 시흥시 조남동,리벤티움,59.96,01,"41,000",13,2017,목감중앙로 45
경기도 고양시일산서구 탄현동,탄현마을풍림,59.859,01,"25,800",13,2000,현중로 10
전북특별자치도 전주시덕진구 진북동,동국해성,59.49,01,"11,200",12,1995,진북로 15
경기도 안산시단원구 고잔동,호수공원(대림1),117.92,01,"69,000",2,2001,광덕서로 19
부산광역시 부산진구 전포동,서면아이파크2단지,59.7846,01,"55,000",16,2021,동성로 50
경기도 파주시 당하동,별하람마을1단지제일풍경채그랑퍼스트,84.9382,01,"46,500",22,2023,가람로 113
부산광역시 동래구 온천동,석화스위트빌,84.93,01,"19,750",2,2002,아시아드대로208번가길 12
경기도 시흥시 목감동,호반베르디움더프라임(1차),84.6742,01,"76,000",7,2017,배미골길 23
인천광역시 서구 공촌동,광명,84.51,01,"30,000",2,1998,심곡로 170
충청남도 천안시서북구 직산읍 삼은리,직산한양수자인아이림아파트,59.1619,01,"22,600",9,2019,천안밸리로 22-11
충청남도 천안시서북구 직산읍 삼은리,청호6차,59.765,01,"10,000",6,1995,직산로 18-41
경기도 화성시 청계동,동탄역 시범한화 꿈에그린 프레스티지,84.51,01,"117,000",13,2015,동탄대로시범길 20
인천광역시 미추홀구 도화동,도화역금강펜테리움센트럴파크,84.54,01,"46,500",23,2020,송림로257번길 6
경상남도 창원시마산합포구 현동,엘에이치그린품애,84.91,01,"21,000",6,2015,묘촌1길 28
부산광역시 부산진구 개금동,반도보라맨션,84.965,01,"16,000",9,1994,개금본동로 42
인천광역시 미추홀구 도화동,도화역금강펜테리움센트럴파크,59.5,01,"34,400",17,2020,송림로257번길 6
인천광역시 서구 경서동,북청라하우스토리,59.97,01,"32,500",12,2022,경서로31번길 15
경기도 수원시권선구 고색동,대원레스피아,84.93,01,"36,000",10,1998,고산로6번길 45
인천광역시 서구 백석동,검암역로열파크씨티푸르지오2단지,84.9785,01,"60,000",9,2023,한들로 73
경기도 시흥시 장현동,장현호반써밋,84.9958,01,"59,900",23,2020,장현순환로 58
충청남도 천안시서북구 성환읍 율금리,두진그린힐,59.98,01,"9,100",10,2001,율금1길 221-34
대전광역시 유성구 상대동,트리풀시티,119.67,01,"90,000",5,2011,상대남로 26
경기도 시흥시 장현동,시흥능곡역모아미래도에듀포레,84.9613,01,"56,000",13,2020,장현순환로 81
충청북도 청주시상당구 탑동,탑클래스아파트,39.9,01,"13,600",13,2014,산성로 55
충청남도 천안시서북구 성환읍 성월리,현대한솔,84.96,01,"15,000",19,1997,성월2길 16
충청북도 단양군 매포읍 평동리,단양태양드림빌,42.36,01,"4,300",4,2005,평동38길 19
서울특별시 마포구 상암동,상암월드컵파크12단지,114.72,01,"122,500",10,2010,월드컵북로 502-7
충청북도 청주시상당구 영운동,신라송림,84.66,01,"16,450",7,1995,단재로77번길 21-22
부산광역시 부산진구 개금동,진일,47.31,01,"4,780",5,1982,개금본동로66번길 28
부산광역시 북구 화명동,삼한힐파크,84.994,01,"22,500",2,2003,화명대로 119
서울특별시 양천구 신정동,래미안목동아델리체(101동~118동),84.72,01,"140,000",13,2021,중앙로43길 14
경기도 하남시 풍산동,이편한세상미사,69.85,01,"82,000",4,2018,미사강변중앙로 90
서울특별시 양천구 신정동,대림,84.89,01,"97,000",14,1992,신목로5길 9
충청북도 청주시상당구 금천동,현대,70.22,01,"12,000",8,1992,중고개로337번길 23
경기도 시흥시 장곡동,숲속마을,59.965,01,"30,900",14,1999,장곡로53번길 10
경기도 하남시 신장동,대명강변타운,84.83,01,"77,500",12,2007,대청로 79
부산광역시 북구 화명동,롯데낙천대,84.769,01,"51,000",7,2002,화명신도시로 156
인천광역시 남동구 만수동,현대,125.88,01,"38,000",15,1993,장승남로 82
부산광역시 북구 화명동,동원로얄듀크,59.9905,01,"26,000",22,2004,금곡대로 228
경기도 하남시 신장동,하남유니온시티에일린의뜰,84.99,01,"85,000",2,2017,하남유니온로 70
충청북도 청주시상당구 용암동,청주용암주공1단지아파트(해누리),49.8,01,"8,100",8,1994,원봉로 52
충청북도 청주시상당구 용암동,현대3,83.82,01,"21,800",4,1995,중흥로 70
대전광역시 유성구 장대동,드림월드,84.7352,01,"39,900",14,2002,문화원로 13
인천광역시 남동구 만수동,벽산,59.805,01,"24,000",20,2000,호구포로 924
전북특별자치도 전주시완산구 효자동3가,코오롱스카이타워,84.1884,01,"43,152",16,2015,홍산북로 83
서울특별시 동작구 본동,신동아,59.89,01,"84,000",10,1993,매봉로 134
인천광역시 계양구 병방동,학마을영남,59.94,01,"32,000",14,1997,장제로 878
인천광역시 계양구 병방동,학마을영남,26.01,01,"9,900",1,1997,장제로 878
부산광역시 동래구 온천동,온천삼정그린코아더베스트,84.9868,01,"45,000",33,2019,중앙대로1493번길 16
인천광역시 계양구 서운동,계양효성해링턴플레이스,84.986,01,"62,000",5,2021,서운로 34
경기도 화성시 반송동,시범한빛마을금호어울림,66.962,01,"67,700",24,2007,동탄중앙로 213
경기도 파주시 동패동,초롱꽃마을12단지e편한세상운정어반프라임,84.8864,01,"63,700",7,2021,양지로 120
경기도 화성시 안녕동,남산마을청광플러스원,84.9062,01,"19,000",1,2004,안녕남로 16-20
인천광역시 남동구 만수동,벽산,59.805,01,"24,000",20,2000,호구포로 924
충청북도 진천군 광혜원면 광혜원리,석미모닝파크,84.66,01,"16,800",7,2008,화랑길 59
충청북도 진천군 광혜원면 광혜원리,광혜원목화아파트,80.79,01,"12,000",12,1992,화랑6길 5
경기도 화성시 안녕동,안녕동우방아이유쉘,84.7928,01,"33,000",17,2017,안녕남로 246-21
경기도 하남시 신장동,에코타운(A블럭),57.41,01,"62,000",8,2004,하남대로784번길 29
경기도 고양시일산서구 탄현동,탄현마을(현대),68.04,01,"27,300",13,1994,현중로 64
대전광역시 대덕구 덕암동,덕암아파트,41.87,01,"7,900",4,1998,덕암로265번길 81
충청북도 진천군 덕산읍 두촌리,영무예다음2차,84.949,01,"31,000",3,2016,대하로 195
충청북도 청주서원구 모충동,청주모충LH트릴로채,59.96,01,"27,800",7,2021,쌍샘로 22
경기도 시흥시 정왕동,청솔아파트,48.45,01,"17,500",10,1999,중심상가로 128
경기도 성남시중원구 은행동,현대,84.63,01,"64,000",14,1995,자혜로17번길 16
경기도 시흥시 정왕동,금강,59.97,01,"24,000",1,1996,정왕대로266번길 6
경기도 시흥시 정왕동,금강,84.84,01,"34,900",9,1996,정왕대로266번길 6
경기도 고양시일산서구 탄현동,"큰마을대림,현대아파트",59.94,01,"24,900",8,2001,일현로 140
충청북도 증평군 증평읍 장동리,대성베르힐리오파크,59.95,01,"18,500",15,2015,북부두름길 80
충청북도 증평군 증평읍 장동리,증평삼일,59.9,01,"7,550",4,1992,장뜰로 110
충청북도 영동군 영동읍 설계리,주공아파트(886-0),39.94,01,"5,700",14,2002,눈어치로 22-10
경기도 시흥시 정왕동,대림4,84.891,01,"37,600",2,1997,함송로29번길 51
경기도 시흥시 정왕동,부성파스텔,84.98,01,"38,500",8,1997,옥구천동로 451
경기도 시흥시 정왕동,세종3,124.77,01,"42,750",3,1998,중심상가로 105
대전광역시 유성구 지족동,열매마을5단지(운암),101.581,01,"55,900",5,2001,은구비로 31
경기도 화성시 기안동,광도와이드빌,59.7118,01,"20,200",8,2002,효행로 229-11
충청북도 영동군 영동읍 설계리,주공아파트(886-0),39.94,01,"5,700",14,2002,눈어치로 22-10
충청북도 옥천군 옥천읍 문정리,하늘빛아파트,59.8563,01,"24,000",13,2007,동부로 16
인천광역시 미추홀구 주안동,월드스테이트(112~123),59.996,01,"34,800",5,2008,경원대로 884
경기도 시흥시 정왕동,신우,101.991,01,"38,500",2,1996,정왕대로117번길 32
