Unnamed: 0,번호,제목,저자,출판사,출판일
,36,AI-Based Radiation Dose Quantification for Estimation of Heart Disease Risk in Breast Cancer Survivors After Radiation Therapy,"van Velzen, Sanne G.M.; Gal, Roxanne; Teske, Arco J.; van der Leij, Femke; van den Bongard, Desirée H.J.G.; Viergever, Max A.; Verkooijen, Helena M.; Išgum, Ivana","Elsevier Science B.V., Amsterdam.",2022
,37,AI-Skin: Skin disease recognition based on self-learning and wide data collection through a closed-loop framework,"Chen, Min; Zhou, Ping; Wu, Di; Hu, Long; Hassan, Mohammad Mehedi; Alamri, Atif","Elsevier Science B.V., Amsterdam.",2020
,38,AI-Based Quantification of Planned Radiation Therapy Dose to Cardiac Structures and Coronary Arteries in Patients With Breast Cancer,"van Velzen, Sanne G.M.; Bruns, Steffen; Wolterink, Jelmer M.; Leiner, Tim; Viergever, Max A.; Verkooijen, Helena M.; Išgum, Ivana","Elsevier Science B.V., Amsterdam.",2022
,39,"Grace Ai-ling Chou, Confucianism, Colonialism, and the Cold War: Chinese Cultural Education at Hong Kong's New Asia College, 1949-1963","Luk, B.H.K.",UNIVERSITY OF HAWAII PRESS,2011
,40,Using AI/Expert System Technology To Automate Planning and Replanning for the HST Servicing Missions,"Bogovich, L.",N A S A,1993
,41,PROPOSED AI-WEIGHTING; A WEIGHTING TO REMOVE INSECT NOISE FROM A-WEIGHTED FIELD MEASUREMENTS,"Schomer, P.D.; Slauch, I.M.; Hessler, G.F.",Lisboa; Portuguese Acoustical Society,2010
,42,Apolipoprotein AI-CIII-AIV gene cluster polymorphisms in relation to cholesterol gallstone,"YAO, Y. G.; QIU, X.; MA, M. K.; PU, D. S.; XIAO, L. J.",Blackwells Publishing Ltd,2007
,43,P-035: AI-based models for the identification of critical genetic biomarkers to distinguish MM from MGUS using the WES data,"Ruhela, Vivek; Farswan, Akanksha; Gupta, Anubha; K, Sriram; Kaur, Gurvinder; Gupta, Ritu","CIG Media Group, lp",2021
,44,First AI-assisted treatment center in Hefei city,unknown,K.H. BIOTECH SERVICES,2017
,45,ASCP-IoMT: AI-Enabled Lightweight Secure Communication Protocol for Internet of Medical Things,"Wazid, Mohammad; Singh, Jaskaran; Das, Ashok Kumar; Shetty, Sachin; Khan, Muhammad Khurram; Rodrigues, Joel J. P. C.",IEEE,2022
,46,An AI-based automatic power network topology processor,"Yongli, Z.; Sidhu, T. S.; Yang, M. Y.; Huo, L. M.",ELSEVIER,2002
,47,Data-Driven AI-Based Parameters Tuning Using Grid Partition Algorithm for Predicting Climatic Effect on Epidemic Diseases,"Abdullahi, Sunusi Bala; Muangchoo, Kanikar; Abubakar, Auwal Bala; Ibrahim, Abdulkarim Hassan; Aremu, Kazeem Olalekan",IEEE,2021
,48,Sustainable AI: An integrated model to guide public sector decision-making,"Wilson, Christopher; van der Velden, Maja","Elsevier Science B.V., Amsterdam.",2022
,49,Responsible AI: Bridging From Ethics to Practice,Ben Shneiderman,Association for Computing Machinery,2021
,50,Demystifying AI: Going beyond escape velocity,"Shrestha, Rasu B.",APPLIED RADIOLOGY,2018
,51,Apocalyptic AI: Religion and the Promise of Artificial Intelligence,"Geraci, R. M.",Oxford University Press,2008
,52,An AI-based Digital Twin Case Study in the MRO Sector,"Apostolidis, Asteris; Stamoulis, Konstantinos P.","Elsevier Science B.V., Amsterdam",2021
,53,Creative AI: Augmenting Design Potency,"Bolojan, Daniel","John Wiley & Sons, Ltd",2022
,54,An AI-Enabled Three-Party Game Framework for Guaranteed Data Privacy in Mobile Edge Crowdsensing of IoT,"Xiong, Jinbo; Zhao, Mingfeng; Bhuiyan, Md Zakirul Alam; Chen, Lei; Tian, Youliang",IEEE,2020
,55,The AIS-2005 Revision in Severe Traumatic Brain Injury: Mission Accomplished or Problems for Future Research?,"Carroll, C.P.; Cochran, J.A.; Price, J.P.; Guse, C.E.; Wang, M.C.","Barrington, Ill; Association for the Advancement of Automotive Medicine",2010
,56,Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence,"Brock, Jürgen Kai-Uwe; von Wangenheim, Florian",UNIVERSITY OF CALIFORNIA,2019
,57,An AIS-based hybrid algorithm with PDRs for multi-objective dynamic online job shop scheduling problem,"Qiu, X.; Lau, H. Y. K.","Elsevier Science B. V., Amsterdam",2013
,58,AGRA: AI-augmented geographic routing approach for IoT-based incident-supporting applications,"Chemodanov, Dmitrii; Esposito, Flavio; Sukhov, Andrei; Calyam, Prasad; Trinh, Huy; Oraibi, Zakariya","Elsevier Science B.V., Amsterdam.",2019
,59,An AI-based decision support tool for concurrent product development activity,"Bayliss, D.;Taleb-Bendiab, A.",Computational Mechanics,1995
,60,Novel AI-2 quorum sensing inhibitors in Vibrio harveyi identified through structure-based virtual screening,"Zhu, P.; Peng, H.; Ni, N.; Wang, B.; Li, M.","Elsevier Science B.V., Amsterdam.",2012
,61,An AIS-Based Mathematical Programming Method,"Lu, S.Y.P.; Lau, H.Y.K.",SPRINGER-VERLAG,2011
,62,An AI-Aided System for the Conversion of Paper-Based Technical Drawings into a CAD Format,"Gloger, J. M.;Pasternak, B.;Sprengel, R.;Gabrielides, G.",IAPR,1992
,63,Explainable AI-infused ultrasonic inspection for internal defect detection,Adithyaa Karthikeyan ; Akash Tiwari ; Yuhao Zhong ; Satish T.S. Bukkapatnam,Elsevier BV,2022
,64,P.0159 Ai-based adherence prediction for patients: leveraging a mobile application to improve clinical trials,"Roy, D.; Zhu, Z.; Guan, L.; Feng, S.; Daniels, K.; Sand, M.","Elsevier Science B.V., Amsterdam.",2021
,65,An AIS-based hybrid algorithm for static job shop scheduling problem,"Qiu, X.; Lau, H. Y.",Springer Science + Business Media,2014
,66,An AI-based Approach for Domain Name System Monitoring and Diagnosis,"Nuansri, N.; Dillon, T. S.; Singh, S.",unknown,1996
,67,An AIS-Based Site Planning Method to Help Minimize Collision Risk during Marine Autonomous Surface Craft Deployments,"Filimon,  Michael A.; Codiga,  Daniel L.",AMERICAN METEOROLOGICAL SOCIETY,2016
,68,Human-Level AI's Killer Application: Interactive Computer Games,"Laird, J. E.; van Lent, M.",AAAI Press,2000
,69,UNMASKING AI'S BIAS PROBLEM,"Vanian, Jonathan",Time Inc.,2018
,70,"Google AI: Opportunities, Risks, and Ethical Challenges","Maouche, Seraya",Taylor & Francis,2019
,71,P-001. AI_PREMie: A novel risk stratification tool for preeclamptic-toxaemia,"Szklanna, Paulina B.; Whoriskey, Suzy; Rajakumar, Saraswathi; Curran, John; MacNamee, Brian; Donnelly, Jennifer; O'Gorman, Neil; Higgins, Mary; Ní Áinle, Fionnuala; Maguire, Patricia B.",Elsevier Science B.V Amsterdam,2021
,72,MHADBOR: AI-Enabled Administrative-Distance-Based Opportunistic Load Balancing Scheme for an Agriculture Internet of Things Network,"Adil, Muhammad; Khan, Muhammad Khurram; Jamjoom, Mona; Farouk, Ahmed",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2022
,73,An AIS-ACO Hybrid Approach for Multi-Objective Distribution System Reconfiguration,"Ahuja, A.; Das, S.; Pahwa, A.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2007
,74,Dissecting AI-2-mediated quorum sensing through C5-analogue synthesis and biochemical analysis,"Collins, K. C.; Tsuchikama, K.; Lowery, C. A.; Zhu, J.; Janda, K. D.","Elsevier Science B.V., Amsterdam.",2016
,75,From AI's Top 10 to Hall of Fame,"Wang, F. Y.",COMPUTER SOCIETY,2010
,76,An AI-based Design of a Driver Information Unit,"Malec, J.",IEEE,1993
,77,An AIS-Based Dynamic Routing (AISDR) Framework,"Lau, H. Y. K.; Wong, E. Y. C.",SPRINGER-VERLAG,2005
,78,Industrializing AI-powered drug discovery: lessons learned from the Patrimony computing platform,"Guedj, Mickaël; Swindle, Jack; Hamon, Antoine; Hubert, Sandra; Desvaux, Emiko; Laplume, Jessica; Xuereb, Laura; Lefebvre, Céline; Haudry, Yannick; Gabarroca, Christine; Aussy, Audrey; Laigle, Laurence; Dupin-Roger, Isabelle; Moingeon, Philippe",Informa Healthcare,2022
,79,Raising AI: Tutoring Matters,"Bieger, J.; Thorisson, K.R.; Garrett, D.",SPRINGER-VERLAG,2014
,80,Zero-Touch AI-Driven Distributed Management for Energy-Efficient 6G Massive Network Slicing,"Chergui, Hatim; Blanco, Luis; Garrido, Luis A.; Ramantas, Kostas; Kuklinski, Slawomir; Ksentini, Adlen; Verikoukis, Christos",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2022
,81,Implementing AI-ESTATE in a Component Based Architecture - Phase I,"Giarla, A. J.",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,1999
,82,"Apocalyptic AI: Visions of Heaven in Robotics, Artificial Intelligence, and Virtual Reality. By Robert M. Geraci. Oxford: Oxford University Press, 2010. Pp. 233. $27.95.","Biles, J.",Blackwell Publishing Ltd,2012
,83,Deep-ultraviolet AI&lt;fc&gt;G&lt;/fc&gt;a&lt;fc&gt;N&lt;,"Kim, S.J.; Kim, T.G.","John Wiley & Sons, Ltd",2014
,84,"An AIS-based high-resolution ship emission inventory and its uncertainty in Pearl River Delta region, China","Li, C.; Yuan, Z.; Ou, J.; Fan, X.; Ye, S.; Xiao, T.; Shi, Y.; Huang, Z.; Ng, S. K.; Zhong, Z.","Elsevier Science B.V., Amsterdam.",2016
,85,Sexist AI: An Experiment Integrating CASA and ELM,"Hong, Joo-Wha; Choi, Sukyoung; Williams, Dmitri",Taylor & Francis,2020
,86,An AI-Based Support Tool for the Conceptual Design of Aircraft,"Rentema, D. W. E.; Jansen, F. W.; Netten, B. D.; Vingerhoeds, R. A.",Lancaster Engineering Design Centre,1997
,87,"Smart-Edge-CoCaCo: AI-Enabled Smart Edge with Joint Computation, Caching, and Communication in Heterogeneous IoT","Hao, Yixue; Miao, Yiming; Hu, Long; Hossain, M. Shamim; Muhammad, Ghulam; Amin, Syed Umar",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2019
,88,An AI-Powered Network Threat Detection System,"Wang, Bo-Xiang; Chen, Jiann-Liang; Yu, Chiao-Lin",IEEE,2022
,89,An AI-based decision support system for designing Knowledge-Based Development strategies,"Ergazakis, Emmanouil; Ergazakis, Kostas; Metaxiotis, Kostas; Bellos, E.; , V. Leopoulos",INDERSCIENCE ENTERPRISES LTD,2008
,90,An AI-ESTATE conformant interface for net-centric diagnostic and prognostic reasoning,"King, H.; Fortier, N.; Sheppard, J. W.",INSTITUTE OF ELECTRICAL & ELECTRONIC ENGINEERS,2015
,91,The AI&amp;M Procedure for Learning from Incomplete Data,"Jaeger, M.","AUAI Press,",2006
,92,LuxS-Dependent AI-2 Regulates Versatile Functions in Enterococcus faecalis V583,"Shao, C.; Shang, W.; Yang, Z.; Sun, Z.; Li, Y.; Guo, J.; Wang, X.; Zou, D.; Wang, S.; Lei, H.",AMERICAN CHEMICAL SOCIETY,2012
,93,"Implementing AI-ESTATE in a Component Based Architecture, Phase-II","Giarla, A. J.",IEEE,2000
,94,An AI-GIS based seismic hazard assessment system for urban area,"Xie, L.-L.; Xiaxin, T.; Huiqiang, Z.",Elsevier Science,1996
,95,Human-Level AI's Killer Application: Interactive Computer Games,"Laird, J. E.;van Lent, M.",AAAI,2000
,96,An AI-Based Web Tool to Predict Oral Cancer Risk,unknown,Lippincott Williams and Wilkins,2022
,97,Are AIS-based trade volume estimates reliable? The case of crude oil exports,"Adland, Roar; Jia, Haiying; Strandenes, Siri P.",Taylor & Francis,2017
,98,An AI-Supported Computational Environment for the Method of Arbitrary Lines,"Konstantinou, V.; Xanthis, L. S.",ICES Publications,1991
,99,The AI-discovered aetiology of COVID-19 and rationale of the irinotecan+ etoposide combination therapy for critically ill COVID-19 patients,"Lovetrue, Bragi","Elsevier Science B.V., Amsterdam",2020
,100,Governing AI‐Driven Health Research: Are IRBs Up to the Task?,"Friesen, Phoebe; Douglas‐Jones, Rachel; Marks, Mason; Pierce, Robin; Fletcher, Katherine; Mishra, Abhishek; Lorimer, Jessica; Véliz, Carissa; Hallowell, Nina; Graham, Mackenzie; Chan, Mei Sum; Davies, Huw; Sallamuddin, Taj",Springer Nature,2021
,1,An AI-based non-intrusive reduced-order model for extended domains applied to multiphase flow in pipes,"Heaney, Claire E.; Wolffs, Zef; Tómasson, Jón Atli; Kahouadji, Lyes; Salinas, Pablo; Nicolle, André; Navon, Ionel M.; Matar, Omar K.; Srinil, Narakorn; Pain, Christopher C.",American Institute of Physics,2022
,2,Towards AI-Based Design,"Simithers, T.; Ming Xi Tang",Int Acad Publ,1991
,3,Apolipoprotein AI-Will It Ever Be Adopted as a Risk Factor for Coronary Heart Disease?,"Connelly, P. W.",EUROPEAN LIGAND ASSAY SOCIETY,2006
,4,An AIS-Inspired Architecture for Alert Correlation,Mehdi Bateni; Ahmad Baraani; Ali Ghorbani; Abbas Rezaei,IJICIC International (東海大學),2013
,5,An AI-Based Shell for Linking Thermal and Form-Making Considerations,"Vakalo, E. G.; Malkawi, A. M.; Emdanat, S. S.",National Building Research Institute,1996
,6,"Should AI-Based, conversational digital assistants employ social- or task-oriented interaction style? A task-competency and reciprocity perspective for older adults","Chattaraman, Veena; Kwon, Wi-Suk; Gilbert, Juan E.; Ross, Kassandra","Elsevier Science B.V., Amsterdam.",2019
,7,Apolipoproteins AI/B,"Biswas, S.; Ghoshal, P. K.; Halder, B.; Ganguly, K.; DasBiswas, A.; Mandal, N.",Cardiological Society of India; 1999,2013
,8,Towards AI-Powered Multiple Cloud Management,"Martino, Beniamino Di",IEEE COMPUTER SOCIETY,2019
,9,muscovite+cordierite&rarr;AI~2SiO~5+biotite+quartz+H~2O: constraints from natural assemblages and implications for the metapelitic petrogenetic grid,"Pattison, D. R. M.; Spear, F. S.; Debuhr, C. L.; Cheney, J. T.; Guidotti, C. V.",BLACKWELL SCIENTIFIC,2002
,10,Selling AI: The Case of Fully Autonomous Vehicles.,"BAILEY, DIANE E.; ERICKSON, INGRID. ",JOHN WILEY & SONS LTD,2019
,11,TagLab: AI‐assisted annotation for the fast and accurate semantic segmentation of coral reef orthoimages,"Pavoni, Gaia; Corsini, Massimiliano; Ponchio, Federico; Muntoni, Alessandro; Edwards, Clinton; Pedersen, Nicole; Sandin, Stuart; Cignoni, Paolo",John Wiley & Sons Ltd,2022
,12,An AI-Based Nonparametric Filter Approach for Gearbox Fault Diagnosis,"Kumar, Vikash; Mukherjee, Subrata; Verma, Alok Kumar; Sarangi, Somnath",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2022
,13,An AI-Based Visual Aid With Integrated Reading Assistant for the Completely Blind,"Khan, Muiz Ahmed; Paul, Pias; Rashid, Mahmudur; Hossain, Mainul; Ahad, Md Atiqur Rahman",IEEE,2020
,14,Wireless AI-Powered IoT Sensors for Laboratory Mice Behavior Recognition,"Chen, Meng; Liu, Yifan; Tam, John Chung; Chan, Hoyin; Li, Xinyue; Chan, Chishing; Li, Wen Jung",IEEE,2022
,15,IT AI-driven marketing platform helps Gallery Furniture connect with customers,unknown,NATIONAL RETAIL FEDERATION,2018
,16,Game AI: Artifical Intelligence For 3D Path Finding,"Hui, Y. C.; Prakash, E. C.; Chaudhari, N. S.","IEEE,",2004
,17,CORMS AI: Continuous Operational Real-Time Monitoring System,"Vafaie, H.; Cecere, C.","Los Alamitos, Calif.:; IEEE Computer Society,",2004
,18,An AI-based approach to auto-analyzing historical handwritten business documents:,"Chen, Jinhui; Takiguchi, Tetsuya; Takatsuki, Yasuo; Itoh, Munehiko; Kamihigashi, Takashi",Springer Nature,2017
,19,Wang Ai: Flying Over Ancient Landscapes,"Mang, Mai",Taylor & Francis,2018
,20,Explainable AI: Linking Human and Machine,"Guohua Xiao1, guohua. xiao@gmail. com",INDEKS Verlag,2019
,21,Antebellum AI: ``Maelzel's Chess-Player'' and Poe's Reverse Constraints,"Grimstad, P.",DUKE UNIVERSITY PRESS,2010
,22,AIEM: AI-enabled affective experience management,"Qian, Yongfeng; Lu, Jiayi; Miao, Yiming; Ji, Wen; Jin, Renchao; Song, Enmin","Elsevier Science B.V., Amsterdam.",2018
,23,Edge AI: On-Demand Accelerating Deep Neural Network Inference via Edge Computing,"Li, En",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2020
,24,An AI-Based Methodology for the Automatic Classification of a Multiclass Ebook Collection Using Information From the Tables of Contents,"Giannopoulou, Eleni; Mitrou, Nikolas",IEEE,2020
,25,An AI-based system for pricing diverse products and services,"Shakya, S.; Chin, C. M.; Owusu, G.","Elsevier Science B.V., Amsterdam.",2010
,26,THE AIS: WEAVING COMMUNITY ELEMENTS,"Logiudice-Clark, JoEl",Heldref Publications,1979
,27,AEBIS: AI-Enabled Blockchain-Based Electric Vehicle Integration System for Power Management in Smart Grid Platform,"Wang, Zhishang; Ogbodo, Mark; Huang, Huakun; Qiu, Chen; Hisada, Masayuki; Abdallah, Abderazek Ben",IEEE,2020
,28,"Hudūd AI-'Ālam “The Regions of the World.” A Persian Geography 372 A.H.-982 A.D. “E. J. W. Gibb Memorial” Publications, New Series XI, V. Minorsky, V. V. Barthold","A. S. C, R.",Viking Society for Northern Research,1937
,29,An AI-ECG algorithm for atrial fibrillation risk: steps towards clinical implementation,"Murthy, Venkatesh L; Nallamothu, Brahmajee K","Elsevier Science B.V., Amsterdam",2020
,30,Experience AI: A Practitioner's Guide to Integrating Appreciative Inquiry With Experiential Learning,"Flor, R. F.",ASSOCIATION FOR EXPERIENTIAL EDUCATION,2005
,31,Geo-semantic-parsing: AI-powered geoparsing by traversing semantic knowledge graphs,"Nizzoli, Leonardo; Avvenuti, Marco; Tesconi, Maurizio; Cresci, Stefano","Elsevier Science B.V., Amsterdam.",2020
,32,An AI-ECG algorithm for atrial fibrillation risk: steps towards clinical implementation,"Freedman, Ben","Elsevier Science B.V., Amsterdam",2020
,33,Apolipoprotein AI-Derived Vitreous Amyloidosis: An Elusive Diagnosis,"Yepez, Juan B.; Murati, Felipe A.; Petitto, Michele; De Yepez, Jazmin; Galue, Jose M.; Vinardell, Susana; Mura, Marco; Arevalo, J. Fernando",S. Karger AG,2020
,34,P–228 AI-based assessment of embryo viability correlates with features of embryo ploidy,"VerMilyea, M; Diakiw, S; Hall, J; Dakka, M; Nguyen, T; Perugini, D; Perugini, M",Oxford University Press,2021
,35,An AI-derived digital pathology-based biomarker to predict the benefit of androgen deprivation therapy in localized prostate cancer with validation in NRG/RTOG 9408.,"Spratt, Daniel Eidelberg; Sun, Yilun; Van der Wal, Douwe; Huang, Shih-Cheng; Mohamad, Osama; Armstrong, Andrew J.; Tward, Jonathan David; Nguyen, Paul; Chen, Emmalyn; DeVries, Sandy; Monson, Jedidiah Mercer; Campbell, Holly A; Ferguson, Michelle J.; Bahar",American Society of Clinical Oncology,2022
,36,Enhancing AI-guided STEMI detection algorithms by incorporating higher quality fiduciary EKG elements,"Mehta, S; Avila, J; Niklitschek, S; Fernandez, F; Villagran, C; Vera, F; Rocuant, R; Cardenas, G; Frauenfelder, A; Vieira, D; Vijayan, Y; Pinto, G; Vallenilla, I; Prieto, L; Cardenas, J",Oxford University Press,2020
,37,NEW AIS1 LONG-TERM NECK INJURY CRITERIA CANDIDATES BASED ON REAL FRONTAL CRASH ANALYSIS,"Bostrom, O.;Bohman, K.;Haland, Y.;Kullgren, A.;Krafft, M.",International Research Council on the Biomechanics of Impact,2000
,38,Planning AI-Assisted Formulation Development for Urethane Systems,unknown,AKZO CHEMICALS BV,2019
,39,WE-SP.3A.2: AI-ENHANCED GLOBAL OPTIMIZATION FOR MICROWAVE BRAIN IMAGING,"Zardi, Francesco",IEEE Service Center,2022
,40,FR-SP.1A.5: AI-DRIVEN RIS FOOTPRINT CONTOURING - TOWARDS B5G AND 6G SMART ENVIRONMENT CONTROL,"Oliveri, Giacomo",IEEE Service Center,2022
,41,TEXTAL: AI-based structural determination for X-ray protein crystallography,T. Romo; Kreshna Gopal; E. McKee; L. Kanbi; R. Pai; J. Smith ;J. Sacchettini; T. loerger,IEEE,2005
,42,Teaching AI: A Breadth-First Approach,"Noyes, J. L.",ACM ASSOCIATION FOR COMPUTING MACHINERY,1993
,43,Self-improving AI: an Analysis,"Hall, J. S.",Springer Science + Business Media,2007
,44,Defensive AI: The Future Is Yesterday,"Michael, James Bret; Wingfield, Thomas C.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,45,An AI-enhanced Approach for optimizing life cycle costing of military logistic vehicles,"Reichsthaler, Luisa; Madreiter, Theresa; Giner, Jakob; Glawar, Robert; Ansari, Fazel; Sihn, Wilfried","Elsevier Science B.V., Amsterdam",2022
,46,Exploring AI: How libraries are starting to apply artificial intelligence in their work.,"GARCIA-FEBO, LOIDA",American Library Asso.,2019
,47,Textal: AI-Based Structural Determination for X-ray Protein Crystallography,"Romo, T.; Gopal, K.; McKee, E.; Kanbi, L.; Pai, R.; Smith, J.; Sacchettini, J.; Ioerger, T.",COMPUTER SOCIETY,2005
,48,An AI-based radiomics nomogram for disease prognosis in patients with COVID-19 pneumonia using initial CT images and clinical indicators,"Zhang, Mudan; Zeng, Xianchun; Huang, Chencui; Liu, Jun; Liu, Xinfeng; Xie, Xingzhi; Wang, Rongpin","Elsevier Science B.V., Amsterdam.",2021
,49,Easy-to-Use AI-enabled Recorders and PLCs,"Hattori, H.; Sakagami, M.; Ogou, M.; Debun, T.",unknown,2020
,50,An AI-driven object segmentation and speed control scheme for autonomous moving platforms,"Talati, Shreya; Vekaria, Darshan; Kumari, Aparna; Tanwar, Sudeep","Elsevier Science B.V., Amsterdam.",2021
,51,On-Device AI-Based Cognitive Detection of Bio-Modality Spoofing in Medical Cyber Physical System,unknown,IEEE,2019
,52,Acquisition/Processing: AI-complemented first-break picking for field low-S,"Woog, L. J.; Vassiliou, A.; Stromberg, R.",Society of Exploration Geophysicists; 1999,2021
,53,An AI-based Issue Analyzing Framework for Clinical QA Workflow,"Wen, Ning; Sun, Zhen; Zong, Weiwei; Gardner, Stephen; Miller, Brett; Movsas, Benjamin; Chetty, Indrin","Elsevier Science B.V., Amsterdam.",2020
,54,An AI-based decision support system for designing Knowledge-Based Development strategies,"Ergazakis, E.; Ergazakis, K.; Metaxiotis, K.; Bellos, E.; Leopoulos, V.",INDERSCIENCE ENTERPRISES LTD,2008
,55,Apo AI/ABCA1-dependent and HDL~3-mediated lipid efflux from compositionally distinct cholesterol-based microdomains,"Drobnik, W.; Borsukova, H.; Bottcher, A.; Pfeiffer, A.; Liebisch, G.; Schutz, G. J.; Schindler, H.; Schmitz, G.",MINKSGAARD INTERNATIONAL PUBLISHERS,2002
,56,"Robotic, AI-assisted follicular unit excision and implantation for hair restoration",unknown,"Elsevier Science B. V., Amsterdam",2019
,57,Expressive AI: A Hybrid Art and Science Practice,"Mateas, M.",MIT PRESS,2001
,58,Jim AI-Khalili,unknown,IPC MAGAZINES LTD,2019
,59,Time-dependent AI-Modeling of the anticancer efficacy of synthesized gallic acid analogues,"Sherin, Lubna; Sohail, Ayesha; Shujaat, Shahida","Elsevier Science B. V., Amsterdam",2019
,60,An AI-Based Causal Strategy for Securing Statistical Databases Using Micro-aggregation,"Oommen, B.J.; Fayyoumi, E.",SPRINGER-VERLAG,2008
,61,An AIS-based approach to calculate atmospheric emissions from the UK fishing fleet,"Coello, J.; Williams, I.; Hudson, D. A.; Kemp, S.","Elsevier Science B.V., Amsterdam.",2015
,62,The AIS-Assisted Collision Avoidance,"Hsu, H.-Z.; Witt, N.A.; Hooper, J.B.; McDermott, A.P.",CAMBRIDGE UNIVERSITY PRESS,2009
,63,An Aiséirghe,"Aoidh, Tomas Mac",The Furrow,1952
,64,Decolonial AI: Decolonial Theory as Sociotechnical Foresight in Artificial Intelligence,Shakir Mohamed; Marie-Therese Png; William Isaac,Springer,2020
,65,CORMS AI: Decision Support System for Monitoring US Maritime Environment,"Vafaie, H.; Cecere, C.",AAAI Press,2005
,66,Designing AI‐Aided Analysis and Prediction Models for Nonprecious Metal Electrocatalyst‐Based Proton‐Exchange Membrane Fuel Cells,"Ding, Rui; Wang, Ran; Ding, Yiqin; Yin, Wenjuan; Liu, Yide; Li, Jia; Liu, Jianguo",John Wiley &Sons Ltd,2020
,67,An AIS-based emission inventory and the impact on air quality in Tianjin port based on localized emission factors,"Yang, Lei; Zhang, Qijun; Zhang, Yanjie; Lv, Zongyan; Wang, Yanan; Wu, Lin; Feng, Xi; Mao, Hongjun","Elsevier Science B.V., Amsterdam.",2021
,68,Towards AI-enabled traffic management in multipath TCP: A survey,"Siddiqi, Sadia J.; Naeem, Faisal; Khan, Saud; Khan, Komal S.; Tariq, Muhammad","Elsevier Science B.V., Amsterdam.",2022
,69,An AI-ECG algorithm for atrial fibrillation risk: steps towards clinical implementation – Authors' reply,"Noseworthy, Peter A; Attia, Zachi I; Carter, Rickey E; Yao, Xiaoxi; Friedman, Paul A","Elsevier Science B.V., Amsterdam",2020
,70,Autoinducer AI-2 Is Involved in Regulating a Variety of Cellular Processes in Salmonella Typhimurium,"Soni, K. A.; Jesudhasan, P. R.; Cepeda, M.; Williams, B.; Hume, M.; Russell, W. K.; Jayaraman, A.; Pillai, S. D.",MARY ANN LIEBERT,2008
,71,Toward AI-Enhanced Computer-Supported Peer Review in Legal Education,"Ashley, K.; Goldin, I.",IOS Press,2011
,72,An AI-ECG algorithm for atrial fibrillation risk: steps towards clinical implementation,"Wolters, Frank J","Elsevier Science B.V., Amsterdam",2020
,73,OC-0557 AI-based NSCLC detection and segmentation: faster and more prognostic than manual segmentation,"Primakov, S.; Ibrahim, A.; van Timmeren, J.; Wu, G.; Keek, S.; Beuque, M.; Granzier, R.; Scrivener, M.; Sanduleanu, S.; Kayan, E.; Halilaj, I.; Wu, J.; Monshouwer, R.; Gietema, H.; Hendriks, L.; Morin, O.; Jochems, A.; Woodruff, H.; Lambin, P.","Elsevier Science B.V., Amsterdam.",2021
,74,An AI-driven automotive smart black box for accident and theft prevention,"Shaikh, Muhammad Kashif; Palaniappan, Sellappan; Khodadadi, Touraj",INDERSCIENCE PUBLISHERS,2022
,75,An AI-Based Break-Scheduling System for Supervisory Personnel,"Beer, A.; Gartner, J.; Musliu, N.; Schafhauser, W.; Slany, W.",COMPUTER SOCIETY,2010
,76,An AIS-Based E-mail Classification Method,"Qing, J.; Mao, R.; Bie, R.; Gao, X.-Z.",SPRINGER-VERLAG,2009
,77,An AIS-based deep learning framework for regional ship behavior prediction,"Murray, Brian; Perera, Lokukaluge Prasad","Elsevier Science B.V., Amsterdam.",2021
,78,Automatic AI-Driven Design of Mutual Coupling Reducing Topologies for Frequency Reconfigurable Antenna Arrays,"Zhang, Jiahao; Akinsolu, Mobayode O.; Liu, Bo; Vandenbosch, Guy A. E.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,79,"Toward AI-enabled augmented reality to enhance the safety of highway work zones: Feasibility, requirements, and challenges","Sabeti, Sepehr; Shoghli, Omidreza; Baharani, Mohammadreza; Tabkhi, Hamed","Elsevier Science B.V., Amsterdam.",2021
,80,"An AI-driven artist's exhibition hints at, but never fully explores, the ethics of algorithms","Ambrosio, C.",AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2019
,81,OC01.04: AI‐guided auto‐detecting model for identification of pulmonary veins in second trimester sonographic screening examination of the fetal heart,"Komatsu, R.; Matsuoka, R.; Arakaki, T.; Tokunaka, M.; Sakai, A.; Yasutomi, S.; Komatsu, M.; Hamamoto, R.; Sekizawa, A.","John Wiley & Sons, Ltd",2020
,82,An AI-based approach to auto-analyzing historical handwritten business documents,"Chen, J.; Takiguchi, T.; Takatsuki, Y.; Itoh, M.; Kamihigashi, T.",Springer Science + Business Media,2018
